Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW),Latitude,Longitude,Balancing Authority Code
58759,Perpetual Energy Systems,58890,Beringer,CA,Sonoma,BERI,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.1,0.6,1,2009,,,,Y,,,,,,,26.0,5.0,1.3,Y,,,,,,N, ,N, ,38.510833,-122.479722,CISO
58775,Sol Orchard San Diego 22 LLC,58906,Valley Center 1,CA,San Diego,VC1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.5,2.5,12,2013,,Y,,,,,,,,,0.0,45.0,3.4,Y,,,,,,N, ,N, ,33.234167,-117.001667,CISO
58776,Sol Orchard San Diego 23 LLC,58907,Valley Center 2,CA,San Diego,VC2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2013,,Y,,,,,,,,,0.0,45.0,6.8,Y,,,,,,N, ,N, ,33.234167,-117.001667,CISO
58786,Sol Orchard San Diego 20 LLC,58909,Ramona 1,CA,San Diego,RAM1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,12,2013,,Y,,,,,,,,,0.0,45.0,2.7,Y,,,,,,N, ,N, ,33.012222,-116.875,CISO
58787,Sol Orchard San Diego 21 LLC,58911,Ramona 2,CA,San Diego,RAM2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2013,,Y,,,,,,,,,0.0,45.0,6.6,Y,,,,,,N, ,N, ,33.012222,-116.875,CISO
57104,Golden Springs Development Company LLC,58912,Santa Fe Springs Rooftop Solar BLDG M,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,1.8,1.8,3,2015,,N,,Y,,,,,,,180.0,10.0,2.3,Y,,,,,,N, ,N, ,33.910833,-118.044444,CISO
57104,Golden Springs Development Company LLC,58913,Santa Fe Springs Rooftop Solar BLDG H,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,3,2015,,Y,,N,,,,,,,180.0,10.0,2.0,Y,,,,,,N, ,N, ,33.910833,-118.044444,CISO
61315,Solarenewal LLC,58918,2081 Terzian Solar Project,CA,Fresno,2081,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.2,1.2,2,2014,,Y,N,,,,,,,,90.0, ,1.6,Y,,,,,,N, ,N, ,36.67,-119.415833,CISO
61315,Solarenewal LLC,58919,2127 Harris Solar Project,CA,Butte,2127,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,4,2014,,Y,,,,,,,,,90.0, ,1.4,Y,,,,,,N, ,N, ,39.291667,-121.669722,CISO
61315,Solarenewal LLC,58920,2097 Helton Solar Project,CA,Merced,2097,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,4,2014,,Y,,,,,,,,,90.0, ,2.0,Y,,,,,,N, ,N, ,37.352222,-120.506944,CISO
58812,GLT Cloverdale Solar LLC,58949,Cloverdale Solar I,CA,Sonoma,TBD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2014,,,,Y,,,,,,,180.0,25.0,1.7,Y,,,,,,N, ,N, ,38.773056,-123.017778,CISO
60947,Tesla Inc.,58963,Las Virgenes Municipal Water District,CA,Los Angeles,PV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,2,2014,,Y,N,N,,,,,,,117.0,0.0,1.1,Y,,,,,,Y,1.1,N, ,34.136111,-118.701944,CISO
56769,Consolidated Edison Development Inc.,58973,White River Solar 2,CA,Tulare,W2CA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,19.8,19.8,19.8,9,2014,,Y,,,,,,,,,0.0,0.0,26.0,Y,,,,,,N, ,N, ,35.874722,-119.046111,CISO
17650,Southern Power Co,58975,Henrietta Solar Project,CA,Kings,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,102.0,100.0,100.0,8,2016,,Y,,,,,,,,,90.0, ,127.9,Y,,,,,,N, ,N, ,36.218806,-119.805833,CISO
58468,Dominion Renewable Energy,58983,RE Camelot LLC,CA,Kern,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,45.0,45.0,45.0,12,2014,,Y,,,,,,,,,180.0,60.0,59.1,Y,,,,,N,N, ,N, ,35.026667,-118.185556,CISO
58468,Dominion Renewable Energy,58984,"RE Adams East, LLC",CA,Fresno,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,19.0,19.0,19.0,12,2014,,Y,,,,,,,,,180.0,45.0,24.9,,Y,,,,,N, ,N, ,36.6175,-120.290833,CISO
58468,Dominion Renewable Energy,58985,"RE Kansas Solar, LLC",CA,Kings,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2014,,Y,,,,,,,,,180.0,45.0,27.1,,Y,,,,,N, ,N, ,36.247778,-119.833889,CISO
58468,Dominion Renewable Energy,58986,"RE Old River One, LLC",CA,Kern,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2014,,Y,,,,,,,,,180.0,45.0,26.8,,Y,,,,,N, ,N, ,35.223333,-119.088889,CISO
58468,Dominion Renewable Energy,58990,"RE Columbia Two, LLC",CA,Kern,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.0,15.0,15.0,12,2014,,Y,,,,,,,,,180.0,60.0,19.4,Y,N,,,,N,N, ,N, ,35.026667,-118.185556,CISO
58468,Dominion Renewable Energy,58991,"RE Kent South, LLC",CA,Kings,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2014,,Y,,,,,,,,,180.0,45.0,26.3,,Y,,,,,N, ,N, ,36.226111,-119.905278,CISO
58661,"Sustainable Power Group, LLC",59008,Woodmere Solar Farm,CA,Kern,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.0,15.0,14.0,12,2015,,Y,,,,,,,,,90.0, ,18.8,,Y,,,,,N, ,N, ,35.323056,-118.821389,CISO
58661,"Sustainable Power Group, LLC",59009,Hayworth Solar,CA,Kern,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,27.0,26.0,25.0,12,2015,,Y,,,,,,,,,90.0, ,33.3,,Y,,,,,N, ,N, ,35.325278,-118.878611,CISO
57130,Janssen Pharmaceutical Co,59058,Vacaville,CA,Solano,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,9,2007,,,,Y,,,,,,,90.0,30.0,1.0,Y,,,,,,N, ,N, ,38.399444,-121.960278,CISO
58468,Dominion Renewable Energy,59086,"Cottonwood Solar, LLC (Goose Lake)",CA,Kern,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,12.0,12.0,5,2015,,Y,,,,,,,,,180.0,45.0,16.9,,Y,,,,,N, ,N, ,35.593611,-119.58,CISO
58468,Dominion Renewable Energy,59087,"Cottonwood Solar, LLC (City of Corcoran)",CA,Kings,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,12.0,12.0,5,2015,,Y,,,,,,,,,180.0,45.0,14.9,,Y,,,,,N, ,N, ,36.134444,-119.554444,CISO
60947,Tesla Inc.,59094,Division 1,CA,Los Angeles,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2014,,,,Y,,,,,,,180.0,15.0,1.7,Y,,,,,,Y,1.7,N, ,34.708333,-118.130556,CISO
60947,Tesla Inc.,59095,Division 2,CA,Los Angeles,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,6,2014,,,,Y,,,,,,,180.0,5.0,1.1,Y,,,,,,Y,1.1,N, ,34.708333,-118.130556,CISO
60947,Tesla Inc.,59096,Division 3,CA,Los Angeles,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,6,2014,,,,Y,,,,,,,180.0,15.0,1.1,Y,,,,,,Y,1.1,N, ,34.708333,-118.130556,CISO
60947,Tesla Inc.,59098,Kettering Solar 1,CA,Los Angeles,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,6,2014,,,,Y,,,,,,,180.0,5.0,1.1,Y,,,,,,Y,1.1,N, ,34.700278,-118.123611,CISO
60947,Tesla Inc.,59099,Kettering Solar 2,CA,Los Angeles,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,6,2014,,,,Y,,,,,,,180.0,15.0,1.1,Y,,,,,,Y,1.1,N, ,34.700278,-118.123611,CISO
58944,"Enerparc CA 1, LLC",59122,Enerparc CA1 LLC,CA,San Benito,ECA11,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2014,,,,Y,,,,,,,200.0,28.0,2.2,Y,,,,,,N, ,N, ,36.831667,-121.404167,CISO
59622,"Ahana Renewables, LLC",59129,CSD 2- Freedom High,CA,Contra Costa,57449,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,8,2013,,,,Y,,,,,,,182.0,15.0,1.1,Y,,,,,,Y,1.1,N, ,37.969722,-121.719444,CISO
59622,"Ahana Renewables, LLC",59130,CSD 2 - Heritage High,CA,Contra Costa,57449,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,9,2013,,,,Y,,,,,,,102.0,10.0,1.4,Y,,,,,,Y,1.4,N, ,37.921944,-121.755556,CISO
59622,"Ahana Renewables, LLC",59132,EAFB - North Base,CA,Kern,57449,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,2,2012,,Y,,N,,,,,,,180.0,25.0,1.1,Y,,,,,,Y,1.1,N, ,34.9325,-117.907222,CISO
59622,"Ahana Renewables, LLC",59133,EAFB - South Base,CA,Kern,57449,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,2,2012,,Y,,,,,,,,,180.0,25.0,1.1,Y,,,,,,Y,1.1,N, ,34.917222,-117.900278,CISO
59622,"Ahana Renewables, LLC",59138,SDCCD - Miramar,CA,San Diego,57449,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,2,2011,,,,Y,,,,,,,180.0,7.5,1.1,Y,,,,,,Y,1.1,N, ,32.906111,-117.121389,CISO
59622,"Ahana Renewables, LLC",59139,SDCWA - Twin Oaks,CA,San Diego,57449,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,5,2011,,,,Y,,,,,,,180.0,20.0,1.1,Y,,,,,,Y,1.1,N, ,33.21,-117.170556,CISO
58968,RE Mustang LLC,59150,RE Mustang LLC,CA,Kings,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.0,100.0,100.0,8,2016,,Y,,,,,,,,,0.0,0.0,134.4,Y,,,,,,N, ,N, ,36.221667,-119.903056,CISO
58976,"PsomasFMG Lancaster Solar Crest, LLC",59167,Lancaster Solar 1,CA,Los Angeles,LS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,11,2014,,,,Y,,,,,,,270.0,22.0,1.8,Y,,,,,,N, ,N, ,34.715,-118.095,CISO
58976,"PsomasFMG Lancaster Solar Crest, LLC",59169,Lancaster Solar 2,CA,Los Angeles,LS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,11,2014,,Y,,,,,,,,,270.0,22.0,1.8,Y,,,,,,N, ,N, ,34.710556,-118.166111,CISO
59139,SunEdison LLC,59182,Hesperia,CA,San Bernardino,10-94,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,8,2014,,,,Y,,,,,,,180.0,20.0,1.7,Y,,,,,,N, ,N, ,34.435,-117.378056,CISO
58468,Dominion Renewable Energy,59183,"CID Solar, LLC",CA,Kings,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2014,,Y,,,,,,,,,180.0,45.0,27.2,,Y,,,N,,N, ,N, ,36.138056,-119.564722,CISO
58593,Sequoia PV 1 LLC,59203,Farmersville,CA,Tulare,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,7,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.19,-119.12,CISO
58593,Sequoia PV 1 LLC,59203,Farmersville,CA,Tulare,PV2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,7,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.19,-119.12,CISO
58593,Sequoia PV 1 LLC,59203,Farmersville,CA,Tulare,PV3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,7,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.19,-119.12,CISO
59004,Sequoia PV 3 LLC,59219,Porterville 6 and 7,CA,Tulare,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,7,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.05,-119.02,CISO
59004,Sequoia PV 3 LLC,59219,Porterville 6 and 7,CA,Tulare,PV2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,7,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.05,-119.02,CISO
59041,Lone Valley Solar Park II LLC,59237,Lone Valley Solar Park II LLC,CA,San Bernardino,CPII,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2014,,Y,N,,,,,,,,90.0,50.0,20.0,Y,,,,,,N, ,N, ,34.408333,-116.8625,CISO
60605,"Rio Bravo Solar I, LLC",59249,Rio Bravo Solar 1 LLC,CA,Kern,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,19.5,14.1,12,2016,,Y,,,,,,,,,180.0, ,26.0,Y,,,,,,N, ,N, ,35.416111,-119.6825,CISO
60606,"Rio Bravo Solar II, LLC",59250,Rio Bravo Solar II LLC,CA,Kern,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,19.5,14.1,12,2016,,Y,,,,,,,,,180.0, ,26.0,Y,,,,,,N, ,N, ,35.4225,-119.629167,CISO
60607,"Wildwood Solar II, LLC",59253,Wildwood Solar II,CA,Kern,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.0,14.7,11.2,1,2017,,Y,,,,,,,,,180.0, ,21.0,Y,,,,,,N, ,N, ,35.63,-119.573889,CISO
58661,"Sustainable Power Group, LLC",59262,Lancaster Little Rock,CA,Los Angeles,LLRC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2014,,,,Y,,,,,,,180.0,25.0,7.0,,Y,,,,,N, ,N, ,34.599444,-117.932778,CISO
59089,Merced Solar LLC,59265,Merced Solar LLC,CA,Merced,PV8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,Y,,N,,,,,,,180.0,25.0,1.9,Y,,,,,,N, ,N, ,37.267778,-120.484444,CISO
59090,Mission Solar LLC,59267,Mission Solar LLC,CA,Merced,PV9,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,Y,,N,,,,,,,180.0,25.0,1.9,Y,,,,,,N, ,N, ,37.267778,-120.4825,CISO
59091,Hollister Solar LLC,59268,Hollister Solar LLC,CA,San Benito,PV10,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,Y,,,,,,,,,180.0,25.0,1.9,Y,,,,,,N, ,N, ,36.8625,-121.428889,CISO
58661,"Sustainable Power Group, LLC",59269,Victor Mesa Linda B2,CA,San Bernardino,VMLB2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.6,1.5,11,2014,,,,Y,,,,,,,180.0,20.0,2.1,Y,,,,,,N, ,N, ,34.512778,-117.387222,CISO
58661,"Sustainable Power Group, LLC",59270,Victor Mesa Linda C2,CA,San Bernardino,VMLC2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.6,1.5,11,2014,,,,Y,,,,,,,180.0,20.0,2.1,Y,,,,,,N, ,N, ,34.511389,-117.387222,CISO
58661,"Sustainable Power Group, LLC",59271,Victor Mesa Linda D2,CA,San Bernardino,VMLD2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.6,1.5,11,2014,,,,Y,,,,,,,180.0,20.0,2.1,Y,,,,,,N, ,N, ,34.509444,-117.387222,CISO
58661,"Sustainable Power Group, LLC",59272,Victor Mesa Linda E2,CA,San Bernardino,VMLE2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.6,1.5,11,2014,,,,Y,,,,,,,180.0,20.0,2.1,Y,,,,,,N, ,N, ,34.508056,-117.387222,CISO
58661,"Sustainable Power Group, LLC",59273,SEPV Palmdale East,CA,Los Angeles,PALME,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,9.0,9.0,8,2015,,Y,,N,,,,,,,90.0, ,11.5,Y,,,,,,N, ,N, ,34.613056,-117.938889,CISO
58540,California PV Energy LLC,59283,California PV Energy at ISD WWTP,CA,Contra Costa,W4236,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,8,2014,,,,Y,,,,,,,168.0,30.0,1.2,Y,,,,,,Y,1.2,N, ,38.001111,-121.703889,CISO
59104,"Sequoia PV 2, LLC",59300,Hanford 1 and 2,CA,Kings,HAN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,8,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.306667,-119.629167,CISO
59104,"Sequoia PV 2, LLC",59300,Hanford 1 and 2,CA,Kings,HAN2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,8,2014,,,,Y,,,,,,,180.0,20.0,1.8,Y,,,,,,N, ,N, ,36.306667,-119.629167,CISO
59121,"Pumpjack Solar I, LLC",59322,Pumpjack Solar I,CA,Kern,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,1,2015,,Y,,,,,,,,,180.0, ,26.0,Y,,,,,,N, ,N, ,35.305556,-119.6225,CISO
58468,Dominion Renewable Energy,59334,"Catalina Solar 2, LLC",CA,Kern,INV-1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,18.0,18.0,18.0,8,2015,,Y,,,,,,,,,180.0,45.0,24.3,Y,,,,,,N, ,N, ,34.812222,-118.352778,CISO
61230,"CD Arevon USA, Inc.",59339,Quinto Solar PV Project,CA,Merced,SSC13,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,108.0,105.1,76.8,11,2015,,Y,,,,,,,,,0.0,0.0,108.0,Y,,,,,,N, ,N, ,37.130278,-121.052222,CISO
59139,SunEdison LLC,59359,SCE-Snowline-Duncan Road (North),CA,San Bernardino,10400,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,10,2014,,Y,,,,,,,,,0.0,0.0,1.6,Y,,,,,,N, ,N, ,34.473889,-117.562778,CISO
59139,SunEdison LLC,59360,SCE-Snowline-Duncan Road (South),CA,San Bernardino,11113,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,10,2014,,Y,,,,,,,,,0.0,0.0,1.1,Y,,,,,,N, ,N, ,34.471389,-117.562222,CISO
59158,"Wildwood Solar I, LLC",59380,"Wildwood Solar I, LLC",CA,Kern,WLD1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,19.5,19.5,19.5,2,2015,,Y,,,,,,,,,180.0, ,26.0,Y,,,,,N,N, ,N, ,35.615833,-119.578333,CISO
59173,City of Tulare Water Pollution Control,59395,City of Tulare Water Facility,CA,Tulare,SC500,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,0.8,2,2011,,,,Y,,,,,,,180.0,40.0,1.2,Y,,,,,,Y,1.2,N, ,36.185,-119.375,CISO
59176,Diamond Valley Solar LLC,59405,Diamond Valley Solar Project,CA,Riverside,PV11,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,1,2015,,Y,,,,,,,,,180.0,25.0,1.5,Y,,,,,,N, ,N, ,33.713056,-117.0725,CISO
59183,Shafter Solar LLC,59408,Shafter Solar LLC,CA,Kern,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,5,2015,,Y,,,,,,,,,0.0,0.0,26.8,Y,,,,,,N, ,N, ,35.393333,-119.127778,CISO
59185,"CD US Solar PO 3, LLC",59409,"Madelyn Solar, LLC",CA,San Bernardino,SNL17,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2014,,Y,,,,,,,,,45.0,0.0,1.3,Y,,,,,,N, ,N, ,34.768333,-117.323611,CISO
59185,"CD US Solar PO 3, LLC",59410,"Rudy Solar, LLC",CA,San Bernardino,SNL19,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,Y,,,,,,,,,45.0,0.0,2.1,Y,,,,,,N, ,N, ,34.766389,-117.323611,CISO
59185,"CD US Solar PO 3, LLC",59411,"Mitchell Solar, LLC",CA,San Bernardino,SNL18,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,Y,,,,,,,,,45.0,0.0,2.1,Y,,,,,,N, ,N, ,34.765,-117.323611,CISO
59050,Algonquin Power Co,59412,Algonquin SKIC20 Solar LLC,CA,Kern,SKI20,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,5,2015,,Y,,,,,,,,,180.0, ,25.0,Y,,,,,N,N, ,N, ,35.126111,-119.243333,CISO
56769,Consolidated Edison Development Inc.,59413,Corcoran Solar 2,CA,Kings,C2CA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,19.8,19.8,19.8,5,2015,,Y,,,,,,,,,0.0,0.0,26.0,Y,,,,,,N, ,N, ,36.141944,-119.581667,CISO
56769,Consolidated Edison Development Inc.,59414,Atwell Island West Solar,CA,Tulare,AWCA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,5,2015,,Y,,,,,,,,,0.0,0.0,26.0,Y,,,,,,N, ,N, ,35.815,-119.459722,CISO
59187,Anaheim Public Utilities,59416,Anaheim Solar Energy Plant,CA,Orange,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,2.1,2.0,1.2,8,2014,,,,Y,,,,,,,180.0,5.0,2.4,Y,,,,,,N, ,N, ,33.8025,-117.919722,CISO
59139,SunEdison LLC,59421,SCE-Snowline-White Road (South),CA,San Bernardino,11111,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,11,2014,,Y,,,,,,,,,0.0,0.0,1.7,Y,,,,,,N, ,N, ,34.413056,-117.470833,CISO
59139,SunEdison LLC,59422,SCE-Snowline-White Road (North),CA,San Bernardino,10401,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,11,2014,,Y,,,,,,,,,0.0,0.0,1.7,Y,,,,,,N, ,N, ,34.4175,-117.469722,CISO
59139,SunEdison LLC,59423,SCE-Snowline-White Rd (Central),CA,San Bernardino,10402,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,11,2014,,Y,,,,,,,,,0.0,0.0,1.7,Y,,,,,,N, ,N, ,34.415278,-117.47,CISO
58661,"Sustainable Power Group, LLC",59431,Sierra Solar Greenworks,CA,Los Angeles,SSG1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,18.0,18.0,11,2015,,,,Y,,,,,,,193.0,25.0,22.5,,Y,,,,,N, ,N, ,34.703611,-118.334167,CISO
59212,"Adelanto Solar II, LLC",59440,"Adelanto Solar II, LLC",CA,San Bernardino,SAS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.0,7.0,7.0,7,2015,,Y,,,,,,,,,0.0,0.0,7.4,Y,,,,,,N, ,N, ,34.557222,-117.3775,CISO
59211,"Adelanto Solar, LLC",59441,"Adelanto Solar, LLC",CA,San Bernardino,SAS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,9,2015,,Y,,,,,,,,,0.0,0.0,21.5,Y,,,,,,N, ,N, ,34.557222,-117.3775,CISO
58468,Dominion Renewable Energy,59443,"TA-Acacia, LLC",CA,Los Angeles,WAS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,11,2014,,Y,,,,,,,,,180.0,60.0,28.4,Y,N,,,,,N, ,N, ,34.689167,-118.324722,CISO
58468,Dominion Renewable Energy,59469,Alamo Solar,CA,San Bernardino,ALAMO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,5,2015,,Y,,,,,,,,,180.0,45.0,23.7,Y,,,,,,N, ,N, ,34.682222,-117.3475,CISO
57369,"Apple, Inc",59473,Apple Campus 2 PV,CA,Santa Clara,AC2PV,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,14.4,14.4,7.0,6,2017,,,,Y,,,,,,,210.0,5.0,15.8,Y,,,,,,Y,2.0,N, ,37.33,-122.01,CISO
59257,"Giffen Solar Park, LLC",59522,Giffen Solar Park,CA,Fresno,FRGSP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,18.0,6,2017,,Y,,,,,,,,,180.0, ,27.9,Y,,,,,,N, ,N, ,36.544722,-120.316111,CISO
59258,"Five Points Solar Park, LLC",59523,Five Points Solar Park,CA,Fresno,FRFSP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,60.0,60.0,50.0,9,2016,,Y,,,,,,,,,180.0, ,60.0,Y,,,,,,N, ,N, ,36.386944,-120.236667,CISO
56769,Consolidated Edison Development Inc.,59524,Blackwell Solar Park,CA,Kern,FRBSP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,1,2019,,Y,,,,,,,,,0.0, ,25.0,Y,,,,,,N, ,N, ,35.612,-119.845,CISO
59260,Wright Solar Park LLC,59525,Wright Solar Park,CA,Merced,FRWSP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,200.0,200.0,180.0,12,2019,,Y,,,,,,,,,180.0, ,239.3,Y,,,,,,N, ,N, ,37.009444,-120.957222,CISO
59262,"NRG Solar Oasis, LLC",59528,Solar Oasis LLC,CA,Los Angeles,OASIS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,1,2016,,Y,,,,,,,,,90.0,45.0,27.8,,Y,,,,,N, ,N, ,34.648889,-118.076667,CISO
